0,17,2
1,9,2
2,8,2
3,25,2
4,58,2
5,14,2
6,9,2
7,14,2
8,16,2
9,52,2
10,53,2
11,18,2
12,14,2
13,16,2
14,13,2
15,16,2
16,14,2
17,14,2
18,13,2
19,14,2
20,15,2
21,15,2
22,15,2
23,15,2
24,79,2
25,74,2
26,75,2
27,68,2
28,56,2
29,16,2
30,16,2
31,16,2
32,9,2
33,17,2
34,17,2
35,18,2
36,41,2
37,42,2
38,42,2
39,31,2
40,24,2
41,30,2
42,29,2
43,27,2
44,27,2
45,14,2
46,16,2
47,14,2
48,14,2
49,5,2
50,2,2
51,5,2
52,3,2
53,14,2
54,16,2
55,16,2
56,17,2
57,13,2
58,13,2
59,16,2
60,15,2
61,14,2
62,44,2
63,47,2
64,30,2
65,39,2
66,72,2
67,98,2
68,80,2
69,95,2
70,29,2
71,29,2
72,29,2
73,29,2
74,27,2
75,13,2
76,17,2
77,14,2
78,29,2
79,29,2
80,29,2
81,84,2
82,84,2
83,83,2
84,83,2
85,83,2
86,23,2
87,24,2
88,23,2
89,29,2
90,29,2
91,30,2
92,30,2
93,23,2
94,24,2
95,24,2
96,24,2
97,23,2
98,23,2
99,11,2
100,14,2
101,44,3
102,44,3
103,45,3
104,45,3
105,45,3
106,45,3
107,45,3
108,84,3
109,84,3
110,85,3
111,84,3
112,84,3
113,85,3
114,85,3
115,85,3
116,93,3
117,88,3
118,51,3
119,51,3
120,51,3
121,51,3
122,51,3
123,51,3
124,51,3
125,51,3
126,51,3
127,52,3
128,52,3
129,190,3
130,191,3
131,190,3
132,191,3
133,191,3
134,191,3
135,191,3
136,190,3
137,190,3
138,164,3
139,164,3
140,166,3
141,12,3
142,12,3
143,12,3
144,12,3
145,24,3
146,24,3
147,23,3
148,26,3
149,26,3
150,26,3
151,26,3
152,26,3
153,27,3
154,28,3
155,27,3
156,8,3
157,9,3
158,9,3
159,8,3
160,8,3
161,9,3
162,8,3
163,8,3
164,8,3
165,8,3
166,18,3
167,18,3
168,19,3
169,19,3
170,19,3
171,99,3
172,99,3
173,99,3
174,98,3
175,98,3
176,196,3
177,196,3
178,196,3
179,197,3
180,196,3
181,197,3
182,30,3
183,31,3
184,31,3
185,31,3
186,31,3
187,30,3
188,49,3
189,50,3
190,50,3
191,50,3
192,51,3
193,248,3
194,248,3
195,248,3
196,5,3
197,5,3
198,4,3
199,4,3
200,4,3
201,4,3
202,146,4
203,145,4
204,145,4
205,145,4
206,144,4
207,144,4
208,145,4
209,211,4
210,212,4
211,212,4
212,213,4
213,212,4
214,212,4
215,213,4
216,212,4
217,215,4
218,213,4
219,215,4
220,215,4
221,213,4
222,212,4
223,212,4
224,360,4
225,360,4
226,361,4
227,361,4
228,361,4
229,360,4
230,360,4
231,359,4
232,360,4
233,361,4
234,364,4
235,71,4
236,71,4
237,72,4
238,71,4
239,71,4
240,71,4
241,71,4
242,71,4
243,71,4
244,71,4
245,71,4
246,72,4
247,246,4
248,246,4
249,246,4
250,247,4
251,246,4
252,246,4
253,246,4
254,246,4
255,246,4
256,246,4
257,246,4
258,246,4
259,246,4
260,246,4
261,372,4
262,388,4
263,399,4
264,404,4
265,389,4
266,395,4
267,375,4
268,381,4
269,389,4
270,364,4
271,365,4
272,340,4
273,31,1
274,31,1
275,42,1
276,33,1
277,31,1
278,40,1
279,39,1
280,37,1
281,53,1
282,35,1
283,36,1
284,56,1
285,59,1
286,55,1
287,57,1
288,64,1
289,57,1
290,57,1
291,57,1
292,57,1
293,9,1
294,15,1
295,23,1
296,8,1
297,7,1
298,23,1
299,0,1
300,22,1
301,22,1
302,23,1
303,22,1
304,23,1
305,2,1
306,6,1
307,5,1
308,5,1
309,35,1
310,35,1
311,35,1
312,35,1
313,35,1
314,35,1
315,13,1
316,13,1
317,13,1
318,13,1
319,13,1
320,13,1
321,13,1
322,2,1
323,2,1
324,2,1
325,2,1
326,2,1
327,3,1
328,2,1
329,54,1
330,57,1
331,53,1
332,55,1
333,54,1
334,18,1
335,19,1
336,14,1
337,16,1
338,17,1
339,11,1
340,10,1
341,10,1
342,10,1
343,29,1
344,55,1
345,26,1
346,28,1
347,54,1
348,30,1
349,36,1
350,29,1
351,15,1
352,13,1
353,10,1
354,15,1
355,13,1
356,12,1
357,14,1
358,13,1
359,19,1
360,3,1
361,3,1
362,3,1
363,4,1
364,5,1
365,4,1
366,3,1
367,3,1
368,2,1
369,2,1
370,2,1
371,2,1
372,2,1
373,2,1
374,2,1
375,2,1
