0,17,1
1,9,1
2,8,1
3,25,1
4,58,1
5,14,1
6,9,1
7,14,1
8,16,1
9,52,1
10,53,1
11,18,1
12,14,1
13,16,1
14,13,1
15,16,1
16,14,1
17,14,1
18,13,1
19,14,1
20,15,1
21,15,1
22,15,1
23,15,1
24,79,1
25,74,1
26,75,1
27,68,1
28,56,1
29,16,1
30,16,1
31,16,1
32,9,1
33,17,1
34,17,1
35,18,1
36,41,1
37,42,1
38,42,1
39,31,1
40,24,1
41,30,1
42,29,1
43,27,1
44,27,1
45,14,1
46,16,1
47,14,1
48,14,1
49,5,1
50,2,1
51,5,1
52,3,1
53,14,1
54,16,1
55,16,1
56,17,1
57,13,1
58,13,1
59,16,1
60,15,1
61,14,1
62,44,1
63,47,1
64,30,1
65,39,1
66,72,1
67,98,1
68,80,1
69,95,1
70,29,1
71,29,1
72,29,1
73,29,1
74,27,1
75,13,1
76,17,1
77,14,1
78,29,1
79,29,1
80,29,1
81,84,1
82,84,1
83,83,1
84,83,1
85,83,1
86,23,1
87,24,1
88,23,1
89,29,1
90,29,1
91,30,1
92,30,1
93,23,1
94,24,1
95,24,1
96,24,1
97,23,1
98,23,1
99,11,1
100,14,1
101,44,2
102,44,2
103,45,2
104,45,2
105,45,2
106,45,2
107,45,2
108,84,2
109,84,2
110,85,2
111,84,2
112,84,2
113,85,2
114,85,2
115,85,2
116,93,2
117,88,2
118,51,2
119,51,2
120,51,2
121,51,2
122,51,2
123,51,2
124,51,2
125,51,2
126,51,2
127,52,2
128,52,2
129,190,2
130,191,2
131,190,2
132,191,2
133,191,2
134,191,2
135,191,2
136,190,2
137,190,2
138,164,2
139,164,2
140,166,2
141,12,2
142,12,2
143,12,2
144,12,2
145,24,2
146,24,2
147,23,2
148,26,2
149,26,2
150,26,2
151,26,2
152,26,2
153,27,2
154,28,2
155,27,2
156,8,2
157,9,2
158,9,2
159,8,2
160,8,2
161,9,2
162,8,2
163,8,2
164,8,2
165,8,2
166,18,2
167,18,2
168,19,2
169,19,2
170,19,2
171,99,2
172,99,2
173,99,2
174,98,2
175,98,2
176,196,2
177,196,2
178,196,2
179,197,2
180,196,2
181,197,2
182,30,2
183,31,2
184,31,2
185,31,2
186,31,2
187,30,2
188,49,2
189,50,2
190,50,2
191,50,2
192,51,2
193,248,2
194,248,2
195,248,2
196,5,2
197,5,2
198,4,2
199,4,2
200,4,2
201,4,2
202,146,3
203,145,3
204,145,3
205,145,3
206,144,3
207,144,3
208,145,3
209,211,3
210,212,3
211,212,3
212,213,3
213,212,3
214,212,3
215,213,3
216,212,3
217,215,3
218,213,3
219,215,3
220,215,3
221,213,3
222,212,3
223,212,3
224,360,3
225,360,3
226,361,3
227,361,3
228,361,3
229,360,3
230,360,3
231,359,3
232,360,3
233,361,3
234,364,3
235,71,3
236,71,3
237,72,3
238,71,3
239,71,3
240,71,3
241,71,3
242,71,3
243,71,3
244,71,3
245,71,3
246,72,3
247,246,3
248,246,3
249,246,3
250,247,3
251,246,3
252,246,3
253,246,3
254,246,3
255,246,3
256,246,3
257,246,3
258,246,3
259,246,3
260,246,3
261,372,3
262,388,3
263,399,3
264,404,3
265,389,3
266,395,3
267,375,3
268,381,3
269,389,3
270,364,3
271,365,3
272,340,3
273,31,0
274,31,0
275,42,0
276,33,0
277,31,0
278,40,0
279,39,0
280,37,0
281,53,0
282,35,0
283,36,0
284,56,0
285,59,0
286,55,0
287,57,0
288,64,0
289,57,0
290,57,0
291,57,0
292,57,0
293,9,0
294,15,0
295,23,0
296,8,0
297,7,0
298,23,0
299,0,0
300,22,0
301,22,0
302,23,0
303,22,0
304,23,0
305,2,0
306,6,0
307,5,0
308,5,0
309,35,0
310,35,0
311,35,0
312,35,0
313,35,0
314,35,0
315,13,0
316,13,0
317,13,0
318,13,0
319,13,0
320,13,0
321,13,0
322,2,0
323,2,0
324,2,0
325,2,0
326,2,0
327,3,0
328,2,0
329,54,0
330,57,0
331,53,0
332,55,0
333,54,0
334,18,0
335,19,0
336,14,0
337,16,0
338,17,0
339,11,0
340,10,0
341,10,0
342,10,0
343,29,0
344,55,0
345,26,0
346,28,0
347,54,0
348,30,0
349,36,0
350,29,0
351,15,0
352,13,0
353,10,0
354,15,0
355,13,0
356,12,0
357,14,0
358,13,0
359,19,0
360,3,0
361,3,0
362,3,0
363,4,0
364,5,0
365,4,0
366,3,0
367,3,0
368,2,0
369,2,0
370,2,0
371,2,0
372,2,0
373,2,0
374,2,0
375,2,0
